Joint 1,Joint 2,Joint 3,Joint 4,Joint 5,Joint 6,Joint 7
0.107,0.463,-0.004,-2.234,-1.6,2.6,0.86,0.002
0.107,0.464,-0.004,-2.234,-1.6,2.6,0.86,0.002
0.107,0.464,-0.004,-2.234,-1.6,2.6,0.86,0.002
0.107,0.465,-0.004,-2.234,-1.6,2.6,0.86,0.002
0.107,0.465,-0.004,-2.234,-1.6,2.6,0.86,0.002
0.107,0.465,-0.004,-2.233,-1.6,2.6,0.86,0.002
0.107,0.465,-0.004,-2.233,-1.6,2.6,0.86,0.002
0.107,0.465,-0.004,-2.232,-1.6,2.6,0.86,0.002
0.107,0.465,-0.004,-2.232,-1.6,2.6,0.86,0.002
0.107,0.465,-0.004,-2.231,-1.6,2.6,0.86,0.002
0.107,0.465,-0.004,-2.231,-1.6,2.6,0.86,0.002
0.107,0.465,-0.004,-2.23,-1.6,2.6,0.86,0.002
0.107,0.465,-0.004,-2.23,-1.6,2.6,0.86,0.002
0.107,0.466,-0.004,-2.23,-1.6,2.6,0.86,0.002
0.107,0.466,-0.004,-2.23,-1.6,2.6,0.86,0.002
0.107,0.467,-0.004,-2.23,-1.6,2.6,0.86,0.002
0.107,0.467,-0.004,-2.23,-1.6,2.6,0.86,0.002
0.107,0.468,-0.004,-2.23,-1.6,2.6,0.86,0.002
0.107,0.468,-0.004,-2.23,-1.6,2.6,0.86,0.002
0.107,0.468,-0.004,-2.229,-1.6,2.6,0.86,0.002
0.107,0.468,-0.004,-2.229,-1.6,2.6,0.86,0.002
0.107,0.468,-0.004,-2.228,-1.6,2.6,0.86,0.002
0.107,0.468,-0.004,-2.228,-1.6,2.6,0.86,0.002
0.107,0.468,-0.004,-2.227,-1.6,2.6,0.86,0.002
0.107,0.468,-0.004,-2.227,-1.6,2.6,0.86,0.002
0.107,0.469,-0.004,-2.227,-1.6,2.6,0.86,0.002
0.107,0.469,-0.004,-2.227,-1.6,2.6,0.86,0.002
0.107,0.47,-0.004,-2.227,-1.6,2.6,0.86,0.002
0.107,0.47,-0.004,-2.227,-1.6,2.6,0.86,0.002
0.107,0.47,-0.004,-2.226,-1.6,2.6,0.86,0.002
0.107,0.47,-0.004,-2.226,-1.6,2.6,0.86,0.002
0.107,0.47,-0.004,-2.225,-1.6,2.6,0.86,0.002
0.107,0.47,-0.004,-2.225,-1.6,2.6,0.86,0.002
0.107,0.471,-0.004,-2.225,-1.6,2.6,0.86,0.002
0.107,0.471,-0.004,-2.225,-1.6,2.6,0.86,0.002
0.107,0.472,-0.004,-2.225,-1.6,2.6,0.86,0.002
0.107,0.472,-0.004,-2.225,-1.6,2.6,0.86,0.002
0.107,0.472,-0.004,-2.224,-1.6,2.6,0.86,0.002
0.107,0.472,-0.004,-2.224,-1.6,2.6,0.86,0.002
0.107,0.472,-0.004,-2.223,-1.6,2.6,0.86,0.002
0.107,0.472,-0.004,-2.223,-1.6,2.6,0.86,0.002
0.107,0.473,-0.004,-2.223,-1.6,2.6,0.86,0.002
0.107,0.473,-0.004,-2.223,-1.6,2.6,0.86,0.002
0.107,0.474,-0.004,-2.223,-1.6,2.6,0.86,0.002
0.107,0.474,-0.004,-2.223,-1.6,2.6,0.86,0.002
0.107,0.474,-0.004,-2.222,-1.6,2.6,0.86,0.002
0.107,0.474,-0.004,-2.222,-1.6,2.6,0.86,0.002
0.107,0.474,-0.004,-2.221,-1.6,2.6,0.86,0.002
0.107,0.474,-0.004,-2.221,-1.6,2.6,0.86,0.002
0.107,0.475,-0.004,-2.221,-1.6,2.6,0.86,0.002
0.107,0.475,-0.004,-2.221,-1.6,2.6,0.86,0.002
0.107,0.476,-0.004,-2.221,-1.6,2.6,0.86,0.002
0.107,0.476,-0.004,-2.221,-1.6,2.6,0.86,0.002
0.107,0.477,-0.004,-2.221,-1.6,2.6,0.86,0.002
0.107,0.477,-0.004,-2.221,-1.6,2.6,0.86,0.002
0.107,0.477,-0.004,-2.22,-1.6,2.6,0.86,0.002
0.107,0.477,-0.004,-2.22,-1.6,2.6,0.86,0.002
0.107,0.477,-0.004,-2.219,-1.6,2.6,0.86,0.002
0.107,0.477,-0.004,-2.219,-1.6,2.6,0.86,0.002
0.107,0.477,-0.004,-2.218,-1.6,2.6,0.86,0.002
0.107,0.477,-0.004,-2.218,-1.6,2.6,0.86,0.002
0.107,0.477,-0.004,-2.217,-1.6,2.6,0.86,0.002
0.107,0.477,-0.004,-2.217,-1.6,2.6,0.86,0.002
0.107,0.478,-0.004,-2.217,-1.6,2.6,0.86,0.002
0.107,0.478,-0.004,-2.217,-1.6,2.6,0.86,0.002
0.107,0.479,-0.004,-2.217,-1.6,2.6,0.86,0.002
0.107,0.479,-0.004,-2.217,-1.6,2.6,0.86,0.002
0.107,0.48,-0.004,-2.217,-1.6,2.6,0.86,0.002
0.107,0.48,-0.004,-2.217,-1.6,2.6,0.86,0.002
0.107,0.48,-0.004,-2.216,-1.6,2.6,0.86,0.002
0.107,0.48,-0.004,-2.216,-1.6,2.6,0.86,0.002
0.107,0.48,-0.004,-2.215,-1.6,2.6,0.86,0.002
0.107,0.48,-0.004,-2.215,-1.6,2.6,0.86,0.002
0.107,0.48,-0.004,-2.214,-1.6,2.6,0.86,0.002
0.107,0.48,-0.004,-2.214,-1.6,2.6,0.86,0.002
0.107,0.481,-0.004,-2.214,-1.6,2.6,0.86,0.002
0.107,0.481,-0.004,-2.214,-1.6,2.6,0.86,0.002
0.107,0.482,-0.004,-2.214,-1.6,2.6,0.86,0.002
0.107,0.482,-0.004,-2.214,-1.6,2.6,0.86,0.002
0.107,0.483,-0.004,-2.214,-1.6,2.6,0.86,0.002
0.107,0.483,-0.004,-2.214,-1.6,2.6,0.86,0.002
0.107,0.483,-0.004,-2.213,-1.6,2.6,0.86,0.002
0.107,0.483,-0.004,-2.213,-1.6,2.6,0.86,0.002
0.107,0.483,-0.004,-2.212,-1.6,2.6,0.86,0.002
0.107,0.483,-0.004,-2.212,-1.6,2.6,0.86,0.002
0.107,0.483,-0.004,-2.211,-1.6,2.6,0.86,0.002
0.107,0.483,-0.004,-2.211,-1.6,2.6,0.86,0.002
0.107,0.484,-0.004,-2.211,-1.6,2.6,0.86,0.002
0.107,0.484,-0.004,-2.211,-1.6,2.6,0.86,0.002
0.107,0.485,-0.004,-2.211,-1.6,2.6,0.86,0.002
0.107,0.485,-0.004,-2.211,-1.6,2.6,0.86,0.002
0.107,0.486,-0.004,-2.211,-1.6,2.6,0.86,0.002
0.107,0.486,-0.004,-2.211,-1.6,2.6,0.86,0.002
0.107,0.486,-0.004,-2.21,-1.6,2.6,0.86,0.002
0.107,0.486,-0.004,-2.21,-1.6,2.6,0.86,0.002
0.107,0.486,-0.004,-2.209,-1.6,2.6,0.86,0.002
0.107,0.486,-0.004,-2.209,-1.6,2.6,0.86,0.002
0.107,0.486,-0.004,-2.208,-1.6,2.6,0.86,0.002
0.107,0.486,-0.004,-2.208,-1.6,2.6,0.86,0.002
0.107,0.487,-0.004,-2.208,-1.6,2.6,0.86,0.002
0.107,0.487,-0.004,-2.208,-1.6,2.6,0.86,0.002
0.107,0.488,-0.004,-2.208,-1.6,2.6,0.86,0.002
0.107,0.488,-0.004,-2.208,-1.6,2.6,0.86,0.002
0.107,0.488,-0.004,-2.207,-1.6,2.6,0.86,0.002
0.107,0.488,-0.004,-2.207,-1.6,2.6,0.86,0.002
0.107,0.488,-0.004,-2.206,-1.6,2.6,0.86,0.002
0.107,0.488,-0.004,-2.206,-1.6,2.6,0.86,0.002
0.107,0.488,-0.004,-2.205,-1.6,2.6,0.86,0.002
0.107,0.488,-0.004,-2.205,-1.6,2.6,0.86,0.002
0.107,0.488,-0.004,-2.204,-1.6,2.6,0.86,0.002
0.107,0.488,-0.004,-2.204,-1.6,2.6,0.86,0.002
0.107,0.489,-0.004,-2.204,-1.6,2.6,0.86,0.002
0.107,0.489,-0.004,-2.204,-1.6,2.6,0.86,0.002
0.107,0.49,-0.004,-2.204,-1.6,2.6,0.86,0.002
0.107,0.49,-0.004,-2.204,-1.6,2.6,0.86,0.002
0.107,0.49,-0.004,-2.203,-1.6,2.6,0.86,0.002
0.107,0.49,-0.004,-2.203,-1.6,2.6,0.86,0.002
0.107,0.49,-0.004,-2.202,-1.6,2.6,0.86,0.002
0.107,0.49,-0.004,-2.202,-1.6,2.6,0.86,0.002
0.107,0.491,-0.004,-2.202,-1.6,2.6,0.86,0.002
0.107,0.491,-0.004,-2.202,-1.6,2.6,0.86,0.002
0.107,0.492,-0.004,-2.202,-1.6,2.6,0.86,0.002
0.107,0.492,-0.004,-2.202,-1.6,2.6,0.86,0.002
0.107,0.492,-0.004,-2.201,-1.6,2.6,0.86,0.002
0.107,0.492,-0.004,-2.201,-1.6,2.6,0.86,0.002
0.107,0.492,-0.004,-2.2,-1.6,2.6,0.86,0.002
0.107,0.492,-0.004,-2.2,-1.6,2.6,0.86,0.002
0.107,0.493,-0.004,-2.2,-1.6,2.6,0.86,0.002
0.107,0.493,-0.004,-2.2,-1.6,2.6,0.86,0.002
0.107,0.494,-0.004,-2.2,-1.6,2.6,0.86,0.002
0.107,0.494,-0.004,-2.2,-1.6,2.6,0.86,0.002
0.107,0.494,-0.004,-2.199,-1.6,2.6,0.86,0.002
0.107,0.494,-0.004,-2.199,-1.6,2.6,0.86,0.002
0.107,0.494,-0.004,-2.198,-1.6,2.6,0.86,0.002
0.107,0.494,-0.004,-2.198,-1.6,2.6,0.86,0.002
0.107,0.495,-0.004,-2.198,-1.6,2.6,0.86,0.002
0.107,0.495,-0.004,-2.198,-1.6,2.6,0.86,0.002
0.107,0.496,-0.004,-2.198,-1.6,2.6,0.86,0.002
0.107,0.496,-0.004,-2.198,-1.6,2.6,0.86,0.002
0.107,0.496,-0.004,-2.197,-1.6,2.6,0.86,0.002
0.107,0.496,-0.004,-2.197,-1.6,2.6,0.86,0.002
0.107,0.496,-0.004,-2.196,-1.6,2.6,0.86,0.002
0.107,0.496,-0.004,-2.196,-1.6,2.6,0.86,0.002
0.107,0.497,-0.004,-2.196,-1.6,2.6,0.86,0.002
0.107,0.497,-0.004,-2.196,-1.6,2.6,0.86,0.002
0.107,0.498,-0.004,-2.196,-1.6,2.6,0.86,0.002
0.107,0.498,-0.004,-2.196,-1.6,2.6,0.86,0.002
0.107,0.498,-0.004,-2.195,-1.6,2.6,0.86,0.002
0.107,0.498,-0.004,-2.195,-1.6,2.6,0.86,0.002
0.107,0.498,-0.004,-2.194,-1.6,2.6,0.86,0.002
0.107,0.498,-0.004,-2.194,-1.6,2.6,0.86,0.002
0.107,0.499,-0.004,-2.194,-1.6,2.6,0.86,0.002
0.107,0.499,-0.004,-2.194,-1.6,2.6,0.86,0.002
0.107,0.5,-0.004,-2.194,-1.6,2.6,0.86,0.002
0.107,0.5,-0.004,-2.194,-1.6,2.6,0.86,0.002
0.107,0.5,-0.004,-2.193,-1.6,2.6,0.86,0.002
0.107,0.5,-0.004,-2.193,-1.6,2.6,0.86,0.002
0.107,0.5,-0.004,-2.192,-1.6,2.6,0.86,0.002
0.107,0.5,-0.004,-2.192,-1.6,2.6,0.86,0.002
0.107,0.501,-0.004,-2.192,-1.6,2.6,0.86,0.002
0.107,0.501,-0.004,-2.192,-1.6,2.6,0.86,0.002
0.107,0.502,-0.004,-2.192,-1.6,2.6,0.86,0.002
0.107,0.502,-0.004,-2.192,-1.6,2.6,0.86,0.002
0.107,0.502,-0.004,-2.191,-1.6,2.6,0.86,0.002
0.107,0.502,-0.004,-2.191,-1.6,2.6,0.86,0.002
0.107,0.502,-0.004,-2.19,-1.6,2.6,0.86,0.002
0.107,0.502,-0.004,-2.19,-1.6,2.6,0.86,0.002
0.107,0.503,-0.004,-2.19,-1.6,2.6,0.86,0.002
0.107,0.503,-0.004,-2.19,-1.6,2.6,0.86,0.002
0.107,0.504,-0.004,-2.19,-1.6,2.6,0.86,0.002
0.107,0.504,-0.004,-2.19,-1.6,2.6,0.86,0.002
0.107,0.504,-0.004,-2.189,-1.6,2.6,0.86,0.002
0.107,0.504,-0.004,-2.189,-1.6,2.6,0.86,0.002
0.107,0.504,-0.004,-2.188,-1.6,2.6,0.86,0.002
0.107,0.504,-0.004,-2.188,-1.6,2.6,0.86,0.002
0.107,0.505,-0.004,-2.188,-1.6,2.6,0.86,0.002
0.107,0.505,-0.004,-2.188,-1.6,2.6,0.86,0.002
0.107,0.506,-0.004,-2.188,-1.6,2.6,0.86,0.002
0.107,0.506,-0.004,-2.188,-1.6,2.6,0.86,0.002
0.107,0.506,-0.004,-2.187,-1.6,2.6,0.86,0.002
0.107,0.506,-0.004,-2.187,-1.6,2.6,0.86,0.002
0.107,0.506,-0.004,-2.186,-1.6,2.6,0.86,0.002
0.107,0.506,-0.004,-2.186,-1.6,2.6,0.86,0.002
0.107,0.507,-0.004,-2.186,-1.6,2.6,0.86,0.002
0.107,0.507,-0.004,-2.186,-1.6,2.6,0.86,0.002
0.107,0.507,-0.004,-2.185,-1.6,2.6,0.86,0.002
0.107,0.507,-0.004,-2.185,-1.6,2.6,0.86,0.002
0.107,0.507,-0.004,-2.184,-1.6,2.6,0.86,0.002
0.107,0.507,-0.004,-2.184,-1.6,2.6,0.86,0.002
0.107,0.508,-0.004,-2.184,-1.6,2.6,0.86,0.002
0.107,0.508,-0.004,-2.184,-1.6,2.6,0.86,0.002
0.107,0.509,-0.004,-2.184,-1.6,2.6,0.86,0.002
0.107,0.509,-0.004,-2.184,-1.6,2.6,0.86,0.002
0.107,0.509,-0.004,-2.183,-1.6,2.6,0.86,0.002
0.107,0.509,-0.004,-2.183,-1.6,2.6,0.86,0.002
0.107,0.509,-0.004,-2.182,-1.6,2.6,0.86,0.002
0.107,0.509,-0.004,-2.182,-1.6,2.6,0.86,0.002
0.107,0.509,-0.004,-2.181,-1.6,2.6,0.86,0.002
0.107,0.509,-0.004,-2.181,-1.6,2.6,0.86,0.002
0.107,0.509,-0.004,-2.18,-1.6,2.6,0.86,0.002
0.107,0.509,-0.004,-2.18,-1.6,2.6,0.86,0.002
0.107,0.51,-0.004,-2.18,-1.6,2.6,0.86,0.002
0.107,0.51,-0.004,-2.18,-1.6,2.6,0.86,0.002
0.107,0.51,-0.004,-2.179,-1.6,2.6,0.86,0.002
0.107,0.51,-0.004,-2.179,-1.6,2.6,0.86,0.002
0.107,0.51,-0.004,-2.178,-1.6,2.6,0.86,0.002
0.107,0.51,-0.004,-2.178,-1.6,2.6,0.86,0.002
0.107,0.511,-0.004,-2.178,-1.6,2.6,0.86,0.002
0.107,0.511,-0.004,-2.178,-1.6,2.6,0.86,0.002
0.107,0.512,-0.004,-2.178,-1.6,2.6,0.86,0.002
0.107,0.512,-0.004,-2.178,-1.6,2.6,0.86,0.002
0.107,0.512,-0.004,-2.177,-1.6,2.6,0.86,0.002
0.107,0.512,-0.004,-2.177,-1.6,2.6,0.86,0.002
0.107,0.512,-0.004,-2.176,-1.6,2.6,0.86,0.002
0.107,0.512,-0.004,-2.176,-1.6,2.6,0.86,0.002
0.107,0.513,-0.004,-2.176,-1.6,2.6,0.86,0.002
0.107,0.513,-0.004,-2.176,-1.6,2.6,0.86,0.002
0.107,0.513,-0.004,-2.175,-1.6,2.6,0.86,0.002
0.107,0.513,-0.004,-2.175,-1.6,2.6,0.86,0.002
0.107,0.513,-0.004,-2.177,-1.6,2.6,0.86,0.002
0.107,0.513,-0.004,-2.177,-1.6,2.6,0.86,0.002
0.107,0.513,-0.004,-2.177,-1.6,2.6,0.86,0.003
0.107,0.513,-0.004,-2.177,-1.6,2.6,0.86,0.003
0.107,0.513,-0.004,-2.177,-1.6,2.6,0.86,0.004
0.107,0.513,-0.004,-2.177,-1.6,2.6,0.86,0.004
0.107,0.513,-0.004,-2.177,-1.6,2.6,0.86,0.005
0.107,0.513,-0.004,-2.177,-1.6,2.6,0.86,0.005
0.107,0.513,-0.004,-2.177,-1.6,2.6,0.86,0.006
0.107,0.513,-0.004,-2.177,-1.6,2.6,0.86,0.006
0.107,0.513,-0.004,-2.177,-1.6,2.6,0.86,0.007
0.107,0.513,-0.004,-2.177,-1.6,2.6,0.86,0.007
0.107,0.513,-0.004,-2.177,-1.6,2.6,0.86,0.008
0.107,0.513,-0.004,-2.177,-1.6,2.6,0.86,0.008
0.107,0.513,-0.004,-2.177,-1.6,2.6,0.86,0.009
0.107,0.513,-0.004,-2.177,-1.6,2.6,0.86,0.009
0.107,0.513,-0.004,-2.177,-1.6,2.6,0.86,0.01
0.107,0.513,-0.004,-2.177,-1.6,2.6,0.86,0.01
0.107,0.513,-0.004,-2.177,-1.6,2.6,0.86,0.011
0.107,0.513,-0.004,-2.177,-1.6,2.6,0.86,0.011
0.107,0.513,-0.004,-2.177,-1.6,2.6,0.86,0.012
0.107,0.513,-0.004,-2.177,-1.6,2.6,0.86,0.012
0.107,0.513,-0.004,-2.177,-1.6,2.6,0.86,0.013
0.107,0.513,-0.004,-2.177,-1.6,2.6,0.86,0.013
0.107,0.513,-0.004,-2.177,-1.6,2.6,0.86,0.014
0.107,0.513,-0.004,-2.177,-1.6,2.6,0.86,0.014
0.107,0.513,-0.004,-2.177,-1.6,2.6,0.86,0.015
0.107,0.513,-0.004,-2.177,-1.6,2.6,0.86,0.015
0.107,0.513,-0.004,-2.177,-1.6,2.6,0.86,0.016
0.107,0.513,-0.004,-2.177,-1.6,2.6,0.86,0.016
0.107,0.513,-0.004,-2.177,-1.6,2.6,0.86,0.017
0.107,0.513,-0.004,-2.177,-1.6,2.6,0.86,0.017
0.107,0.513,-0.004,-2.177,-1.6,2.6,0.86,0.018
0.107,0.513,-0.004,-2.177,-1.6,2.6,0.86,0.018
0.107,0.513,-0.004,-2.177,-1.6,2.6,0.86,0.019
0.107,0.513,-0.004,-2.177,-1.6,2.6,0.86,0.019
0.107,0.513,-0.004,-2.177,-1.6,2.6,0.86,0.02
0.107,0.513,-0.004,-2.177,-1.6,2.6,0.86,0.02
0.107,0.513,-0.004,-2.177,-1.6,2.6,0.86,0.021
0.107,0.513,-0.004,-2.177,-1.6,2.6,0.86,0.021
0.107,0.513,-0.004,-2.177,-1.6,2.6,0.86,0.022
0.107,0.513,-0.004,-2.177,-1.6,2.6,0.86,0.022
0.107,0.513,-0.004,-2.177,-1.6,2.6,0.86,0.023
0.107,0.513,-0.004,-2.177,-1.6,2.6,0.86,0.023
0.107,0.513,-0.004,-2.177,-1.6,2.6,0.86,0.024
0.107,0.513,-0.004,-2.177,-1.6,2.6,0.86,0.024
0.107,0.513,-0.004,-2.177,-1.6,2.6,0.86,0.025
0.107,0.513,-0.004,-2.177,-1.6,2.6,0.86,0.025
0.107,0.513,-0.004,-2.177,-1.6,2.6,0.86,0.026
0.107,0.513,-0.004,-2.177,-1.6,2.6,0.86,0.026
0.107,0.513,-0.004,-2.177,-1.6,2.6,0.86,0.027
0.107,0.513,-0.004,-2.177,-1.6,2.6,0.86,0.027
0.107,0.513,-0.004,-2.177,-1.6,2.6,0.86,0.028
0.107,0.513,-0.004,-2.177,-1.6,2.6,0.86,0.028
0.107,0.513,-0.004,-2.177,-1.6,2.6,0.86,0.029
0.107,0.513,-0.004,-2.177,-1.6,2.6,0.86,0.029
0.107,0.513,-0.004,-2.177,-1.6,2.6,0.86,0.03
0.107,0.513,-0.004,-2.177,-1.6,2.6,0.86,0.03
0.107,0.513,-0.004,-2.177,-1.6,2.6,0.86,0.04
0.107,0.513,-0.004,-2.177,-1.6,2.6,0.86,0.04
0.107,0.0,-0.004,-2.177,-1.6,2.6,0.86,0.04
0.107,0.0,-0.004,-2.177,-1.6,2.6,0.86,0.04
0.0,0.0,-0.004,-2.177,-1.6,2.6,0.86,0.04
0.0,0.0,-0.004,-2.177,-1.6,2.6,0.86,0.04
0.0,0.0,0.0,-2.177,-1.6,2.6,0.86,0.04
0.0,0.0,0.0,-2.177,-1.6,2.6,0.86,0.04
0.0,0.0,0.0,-1.77,-1.6,2.6,0.86,0.04
0.0,0.0,0.0,-1.77,-1.6,2.6,0.86,0.04
0.0,0.0,0.0,-1.77,-1.6,1.6,0.86,0.04
0.0,0.0,0.0,-1.77,-1.6,1.6,0.86,0.04
0.0,0.0,0.0,-1.77,-1.6,1.6,0.79,0.04
0.0,0.0,0.0,-1.77,-1.6,1.6,0.79,0.04
